choco_bar_name,company_name,company_loc,rating,cocoa_perc,CQ,sweetness,acidity,bitterness,roast,intensity,complexity,structure,length,appearance,aroma,mouthfeel,flavor,quality
Javagrey,Domori,Italy,4.5,45.0,27.0,59.0,34.0,36.0,49.0,24.0,77.0,76.0,88.0,88.0,80.0,92.7,90.4,93.5
Brazilian Milk,Choklat,Canada,1.0,48.0,22.0,74.0,5.0,9.0,57.0,28.0,16.0,27.0,31.0,72.0,71.0,50.0,66.4,54.0
Cuyagua 70,Choklat,Canada,2.0,70.0,43.0,39.0,24.0,16.0,58.0,66.0,54.0,62.0,70.0,98.0,87.0,27.3,80.6,61.0
Chuao,Domori,Italy,5.0,70.0,79.0,76.0,51.0,48.0,54.0,66.0,70.0,83.0,77.0,96.0,93.0,98.0,98.2,99.0
White,Danta,Guatemala,5.0,33.0,72.0,61.0,19.0,16.0,44.0,68.0,52.0,97.0,76.0,100.0,92.0,79.3,96.8,91.0
Ujuxtes 60,Danta,Guatemala,1.5,60.0,31.0,76.0,42.0,76.0,42.0,84.0,35.0,41.0,46.0,82.0,73.0,68.0,63.2,63.5
Ujuxtes 70,Danta,Guatemala,3.5,70.0,77.0,56.0,63.0,52.0,42.0,71.0,68.0,61.0,76.0,90.0,89.0,73.3,86.8,81.5
Acacias Milk,Danta,Guatemala,3.0,39.0,49.0,62.0,44.0,39.0,45.0,81.0,77.0,76.0,61.0,98.0,84.0,72.7,86.6,80.5
Acacias 75,Danta,Guatemala,3.0,75.0,46.0,62.0,70.0,47.0,45.0,76.0,77.0,31.0,66.0,96.0,87.0,72.0,84.2,77.0
Chuao 100h,Coppeneur,Germany,5.0,70.0,47.0,66.0,44.0,32.0,70.0,56.0,49.0,81.0,48.0,98.0,87.0,90.0,94.0,98.0
Chuao 70h,Coppeneur,Germany,5.0,70.0,58.0,55.0,61.0,51.0,76.0,82.0,88.0,76.0,75.0,94.0,84.0,86.7,97.6,97.0
Pichincha,Cacaoyere,Ecuador,2.5,91.0,10.0,22.0,24.0,81.0,64.0,80.0,33.0,54.0,65.0,86.0,93.0,92.0,72.4,72.0
Esmeraldas,Cacaoyere,Ecuador,4.5,71.0,61.0,59.0,51.0,34.0,56.0,72.0,77.0,93.0,76.0,90.0,80.0,80.7,94.6,96.0
Porcelana 70%,Choklat,Canada,1.0,70.0,32.0,61.0,56.0,34.0,65.0,62.0,46.0,37.0,57.0,98.0,71.0,40.0,72.2,52.0
Ocumare 80,Choklat,Canada,1.5,80.0,32.0,27.0,40.0,74.0,66.0,68.0,57.0,44.0,63.0,94.0,69.0,36.0,74.2,66.5
Nicaragua 50,Zotter,Austria,5.0,50.0,76.0,78.0,53.0,29.0,76.0,88.0,76.0,82.0,79.0,92.0,93.0,96.7,94.4,97.0
67%,Moho,Belize,3.5,66.0,76.0,53.0,41.0,34.0,58.0,65.0,58.0,62.0,71.0,78.0,91.0,72.0,89.6,82.0
Triple Cacao,Madre,USA,4.0,72.0,34.0,76.0,83.0,22.0,29.0,78.0,61.0,56.0,71.0,68.0,89.0,80.7,89.8,89.0
Upala 82%,Potomac,USA,3.0,82.0,63.0,34.0,36.0,41.0,76.0,59.0,44.0,78.0,73.0,88.0,83.0,70.7,87.8,83.5
Brazil,Mast Brothers,USA,2.5,75.0,53.0,49.0,79.0,65.0,71.0,84.0,70.0,52.0,81.0,76.0,87.0,79.3,76.6,78.0
Dominica Lait,Vosges,USA,2.0,45.0,26.0,72.0,14.0,48.0,80.0,17.0,13.0,46.0,66.0,84.0,82.0,76.7,69.8,68.0
85%,El Ceibo,Bolivia,4.0,85.0,48.0,42.0,44.0,76.0,49.0,71.0,65.0,78.0,77.0,92.0,91.0,86.7,90.8,89.0
Guapiles 65,Escazú,USA,3.0,65.0,62.0,54.0,27.0,41.0,76.0,65.0,24.0,48.0,59.0,74.0,69.0,77.3,86.8,87.5
Beaufort,Escazú,USA,1.5,67.0,37.0,34.0,25.0,39.0,51.0,77.0,26.0,19.0,56.0,76.0,80.0,78.0,66.8,59.5
Chipotle Vanilla,Escazú,USA,3.5,74.0,56.0,33.0,81.0,41.0,66.0,64.0,60.0,71.0,69.0,60.0,82.0,77.3,90.0,90.5
C.O.G. 74%,Escazú,USA,4.0,74.0,83.0,56.0,38.0,27.0,66.0,62.0,54.0,77.0,63.0,72.0,81.0,84.0,89.8,89.0
Chili Pumpkin,Escazú,USA,4.0,74.0,58.0,36.0,61.0,39.0,69.0,44.0,66.0,77.0,64.0,82.0,84.0,84.7,89.6,86.0
Madagascar Truffle,Mast Brothers,USA,2.0,72.0,29.0,31.0,80.0,56.0,52.0,84.0,48.0,27.0,65.0,92.0,92.0,76.0,65.8,61.5
75%,El Ceibo,Bolivia,2.0,75.0,33.0,34.0,26.0,31.0,55.0,66.0,42.0,44.0,76.0,76.0,80.0,72.7,72.4,67.5
Nibs & Salt,El Ceibo,Bolivia,2.5,77.0,50.0,37.0,44.0,69.0,56.0,76.0,63.0,52.0,70.0,60.0,85.0,78.7,81.2,75.5
Andean Royal Quinoa & Uyuni Salt,El Ceibo,Bolivia,4.0,75.0,59.0,44.0,51.0,62.0,57.0,77.0,71.0,65.0,76.0,88.0,95.0,82.0,90.2,87.0
Dark Milk,Omanhene,Ghana,1.5,48.0,47.0,64.0,11.0,38.0,70.0,69.0,34.0,51.0,65.0,90.0,51.0,62.0,68.0,62.0
Fortunato No. 4,Marañón Canyon,Peru,3.5,68.0,36.0,58.0,46.0,37.0,63.0,47.0,49.0,54.0,70.0,76.0,91.0,81.3,90.0,79.5
Porcelana  ,Idilio,Switzerland,3.5,74.0,79.0,52.0,23.0,28.0,76.0,51.0,46.0,80.0,69.0,64.0,94.0,79.3,90.6,85.5
Peru 80,Zotter,Austria,1.5,80.0,64.0,34.0,22.0,46.0,41.0,70.0,18.0,45.0,43.0,92.0,81.0,80.0,62.8,66.0
Piura,Rogue,USA,4.0,75.0,62.0,44.0,58.0,47.0,79.0,76.0,72.0,74.0,69.0,100.0,89.0,86.7,88.6,93.5
Upala 70,Potomac,USA,3.0,70.0,54.0,49.0,46.0,63.0,71.0,59.0,57.0,52.0,73.0,92.0,91.0,72.7,86.8,76.0
Merideña w/ Nibs  ,Idilio,Switzerland,4.5,72.0,49.0,51.0,48.0,47.0,77.0,76.0,71.0,76.0,79.0,58.0,95.0,92.0,92.6,93.0
Merideña ,Idilio,Switzerland,4.5,72.0,91.0,54.0,33.0,47.0,72.0,78.0,76.0,81.0,80.0,74.0,89.0,86.0,93.4,91.5
Rio Caribe 70 ,Patric,USA,2.5,70.0,34.0,38.0,34.0,36.0,69.0,70.0,54.0,58.0,64.0,100.0,88.0,70.0,74.2,79.5
Chuao,Amano,USA,2.5,70.0,34.0,52.0,83.0,68.0,34.0,76.0,65.0,29.0,77.0,60.0,83.0,86.0,79.2,74.0
Chuao,Pralus,France,4.5,72.0,49.0,63.0,56.0,44.0,80.0,81.0,76.0,84.0,79.0,98.0,96.0,82.7,92.2,88.5
Ocumare Crude  ,Idilio,Switzerland,3.5,72.0,37.0,77.0,34.0,29.0,69.0,65.0,58.0,12.0,50.0,92.0,88.0,87.3,85.0,83.5
Ocumare 72,Idilio,Switzerland,4.5,72.0,46.0,44.0,77.0,41.0,69.0,82.0,71.0,66.0,54.0,94.0,84.0,94.7,91.6,90.5
Ocumare w/ Nibs  ,Idilio,Switzerland,3.5,72.0,61.0,38.0,31.0,71.0,69.0,74.0,52.0,66.0,54.0,74.0,83.0,87.3,86.4,82.0
71%,El Ceibo,Bolivia,4.0,71.0,51.0,50.0,69.0,66.0,49.0,87.0,82.0,76.0,73.0,58.0,84.0,80.7,93.4,91.5
Peru 100,Zotter,Austria,5.0,100.0,38.0,29.0,24.0,71.0,54.0,58.0,52.0,81.0,78.0,92.0,87.0,94.0,96.6,97.0
Iara 90,Hotel Chocolat,UK,4.5,90.0,78.0,39.0,29.0,34.0,76.0,70.0,31.0,82.0,77.0,88.0,87.0,87.3,93.8,91.0
Patanemo,Mast Brothers,USA,4.0,81.0,61.0,34.0,13.0,48.0,76.0,57.0,29.0,81.0,64.0,74.0,79.0,84.0,93.6,87.0
Rabot Dark-Milk 70%,Hotel Chocolat,UK,1.5,70.0,44.0,34.0,16.0,63.0,77.0,69.0,52.0,41.0,70.0,84.0,81.0,35.3,69.6,63.0
Venezuela 2010,Pralus,France,3.5,75.0,94.0,44.0,13.0,5.0,91.0,77.0,32.0,80.0,68.0,92.0,84.0,71.3,89.8,82.5
Tenende,Askinosie,USA,5.0,72.0,53.0,56.0,97.0,64.0,33.0,0.0,72.0,71.0,83.0,96.0,83.0,88.0,95.2,95.5
Peru 70-16,Zotter,Austria,5.0,70.0,92.0,61.0,19.0,31.0,44.0,70.0,29.0,95.0,76.0,90.0,84.0,97.3,96.0,97.5
Peru 70-20,Zotter,Austria,5.0,70.0,96.0,63.0,14.0,21.0,44.0,56.0,15.0,95.0,71.0,84.0,84.0,91.3,97.2,99.5
Oialla,Bojesen,Denmark,4.5,70.0,71.0,62.0,29.0,22.0,48.0,64.0,31.0,89.0,82.0,68.0,91.0,82.0,94.4,90.5
Bolivien 70,Zotter,Austria,4.0,70.0,78.0,54.0,33.0,34.0,62.0,65.0,48.0,81.0,76.0,86.0,86.0,82.0,92.2,89.5
Bolivien 50,Zotter,Austria,5.0,50.0,66.0,59.0,39.0,27.0,62.0,76.0,81.0,98.0,79.0,82.0,95.0,92.0,96.4,97.0
Bolivien 90,Zotter,Austria,3.0,90.0,29.0,17.0,24.0,81.0,65.0,79.0,44.0,61.0,84.0,90.0,88.0,82.7,78.4,80.0
Vinces,República del Cacao,Ecuador,0.5,75.0,51.0,29.0,33.0,67.0,76.0,71.0,26.0,14.0,71.0,56.0,65.0,62.0,59.8,53.0
Esmeraldas ,República del Cacao,Ecuador,2.5,75.0,32.0,34.0,41.0,46.0,69.0,76.0,65.0,72.0,79.0,64.0,89.0,64.7,80.4,69.0
Ben Tre,Scharffen Berger,USA,3.5,72.0,58.0,62.0,78.0,33.0,45.0,49.0,66.0,61.0,64.0,84.0,78.0,76.0,88.2,87.5
Amina ,Scharffen Berger,USA,4.5,65.0,62.0,67.0,56.0,31.0,60.0,69.0,78.0,83.0,71.0,100.0,88.0,79.3,92.4,93.5
Camahogne,Scharffen Berger,USA,4.0,68.0,76.0,61.0,50.0,38.0,54.0,72.0,76.0,79.0,77.0,82.0,78.0,77.3,92.8,92.5
Urrutia,Idilio,Switzerland,3.5,70.0,58.0,51.0,34.0,23.0,71.0,55.0,42.0,88.0,76.0,94.0,81.0,76.0,89.2,86.0
Amazonas,Idilio,Switzerland,5.0,72.0,84.0,59.0,46.0,44.0,65.0,76.0,53.0,93.0,81.0,100.0,87.0,92.0,92.8,96.0
Amazonas with Nibs,Idilio,Switzerland,4.5,72.0,86.0,48.0,34.0,41.0,66.0,78.0,31.0,82.0,81.0,90.0,86.0,87.3,91.4,92.0
Urrutia w/ Nibs,Idilio,Switzerland,5.0,70.0,78.0,55.0,52.0,46.0,81.0,79.0,58.0,90.0,84.0,88.0,83.0,96.7,95.8,95.0
Peru 60,Zotter,Austria,4.0,60.0,31.0,80.0,62.0,23.0,52.0,56.0,44.0,48.0,59.0,76.0,87.0,80.7,89.2,90.0
Peru 40,Zotter,Austria,4.5,40.0,38.0,82.0,36.0,32.0,45.0,64.0,51.0,88.0,70.0,96.0,90.0,88.0,90.8,94.5
Cusco,Bonnat,France,3.5,75.0,81.0,59.0,26.0,16.0,72.0,44.0,29.0,95.0,98.0,100.0,78.0,84.0,88.0,87.0
Piura Blanco,Bonnat,France,2.5,75.0,76.0,46.0,29.0,34.0,71.0,45.0,30.0,66.0,69.0,96.0,86.0,78.7,75.4,79.5
Libânio   ,Bonnat,France,2.5,75.0,68.0,30.0,34.0,44.0,65.0,61.0,26.0,33.0,58.0,78.0,78.0,87.3,77.4,71.0
Chuao Village,Bonnat,France,4.5,75.0,81.0,49.0,42.0,30.0,71.0,60.0,53.0,79.0,76.0,88.0,90.0,87.3,91.8,90.0
Cuba,Bonnat,France,4.0,75.0,74.0,48.0,41.0,32.0,62.0,61.0,60.0,69.0,76.0,96.0,82.0,82.7,90.4,92.0
Haiti,Bonnat,France,3.5,75.0,77.0,52.0,44.0,37.0,66.0,62.0,54.0,71.0,76.0,78.0,72.0,88.0,89.4,87.5
Madagascar 100% Criollo,Bonnat,France,3.0,75.0,48.0,56.0,24.0,15.0,64.0,34.0,31.0,53.0,57.0,92.0,89.0,78.7,8.0,76.0
Ecuador 60,Zotter,Austria,3.5,60.0,41.0,44.0,20.0,36.0,55.0,77.0,61.0,57.0,68.0,98.0,84.0,88.7,81.2,85.0
Ecuador 70,Zotter,Austria,4.0,70.0,64.0,44.0,41.0,47.0,59.0,65.0,68.0,63.0,76.0,94.0,82.0,84.0,89.6,88.0
Ecuador 50,Zotter,Austria,4.5,50.0,34.0,66.0,24.0,11.0,68.0,59.0,76.0,80.0,72.0,88.0,89.0,88.7,92.2,95.0
IG/65-96  ,Hotel Chocolat,UK,4.5,65.0,70.0,72.0,53.0,46.0,76.0,76.0,79.0,84.0,76.0,92.0,87.0,89.3,93.6,90.5
IG/65-120   ,Hotel Chocolat,UK,5.0,65.0,79.0,67.0,51.0,34.0,76.0,79.0,71.0,88.0,70.0,90.0,89.0,90.7,94.8,96.5
Dark-Milk 50%,Hotel Chocolat,UK,4.5,50.0,67.0,61.0,28.0,52.0,76.0,71.0,65.0,78.0,76.0,86.0,90.0,88.0,91.8,90.5
Ghana,Mars,USA,0.0,65.0,64.0,46.0,23.0,68.0,77.0,61.0,12.0,17.0,69.0,76.0,52.0,67.3,42.8,33.0
Brasilien 70,Zotter,Austria,3.0,70.0,49.0,56.0,76.0,51.0,58.0,77.0,55.0,41.0,69.0,80.0,88.0,87.3,80.6,78.5
Brasilien 60,Zotter,Austria,4.0,60.0,64.0,70.0,16.0,23.0,66.0,68.0,44.0,67.0,76.0,70.0,70.0,84.7,90.6,93.0
Panama 40,Zotter,Austria,4.5,40.0,31.0,64.0,17.0,11.0,76.0,59.0,45.0,88.0,81.0,90.0,80.0,94.7,92.0,90.5
Panama 70,Zotter,Austria,3.5,70.0,79.0,57.0,22.0,26.0,65.0,44.0,34.0,83.0,61.0,76.0,81.0,78.0,89.6,88.0
Nicaragua 70,Zotter,Austria,2.5,70.0,93.0,47.0,12.0,50.0,76.0,61.0,8.0,67.0,62.0,80.0,69.0,84.7,80.6,79.0
Nicaragua 80,Zotter,Austria,4.0,80.0,77.0,53.0,34.0,51.0,46.0,81.0,76.0,64.0,72.0,78.0,89.0,81.3,93.4,90.5
Nicaragua 60,Zotter,Austria,2.0,60.0,78.0,57.0,24.0,46.0,70.0,55.0,34.0,72.0,76.0,86.0,71.0,76.0,73.4,77.0
Campesina 70 ,Black Mt,USA,3.0,70.0,82.0,51.0,30.0,52.0,79.0,64.0,24.0,71.0,66.0,72.0,71.0,82.0,83.6,77.0
Mad 70 w/ Nibs,Patric,USA,3.0,70.0,21.0,49.0,96.0,34.0,65.0,78.0,41.0,32.0,61.0,100.0,78.0,82.7,79.8,75.5
Dark + Coffee,Mast Brothers,USA,2.5,72.0,29.0,46.0,85.0,43.0,61.0,92.0,66.0,24.0,77.0,94.0,83.0,65.3,80.4,77.0
Classic Milk Chocolate,Tcho,USA,2.0,39.0,29.0,54.0,39.0,41.0,72.0,74.0,16.0,30.0,76.0,86.0,68.0,76.0,75.8,68.5
Serious Milk Cacao,Tcho,USA,4.0,53.0,71.0,51.0,22.0,41.0,76.0,89.0,42.0,82.0,84.0,86.0,80.0,79.3,92.2,86.5
Papua New Guinea,Neuhaus,Belgium,2.5,70.0,70.0,58.0,33.0,37.0,57.0,52.0,56.0,63.0,64.0,98.0,65.0,80.7,79.2,73.5
Ocumare 73,Escazú,USA,0.0,73.0,29.0,24.0,22.0,91.0,87.0,87.0,16.0,23.0,54.0,76.0,63.0,64.7,44.8,34.5
Gelb Krokant,Zotter,Austria,4.0,30.0,68.0,81.0,44.0,31.0,67.0,79.0,76.0,84.0,77.0,80.0,84.0,82.0,92.2,94.0
Accra Lait,Felchlin,Switzerland,3.0,42.0,63.0,81.0,4.0,10.0,61.0,52.0,18.0,71.0,67.0,86.0,78.0,94.0,80.8,76.0
Milk Chocolate,Madécasse,Madagascar,3.5,44.0,33.0,84.0,79.0,26.0,72.0,76.0,64.0,62.0,76.0,98.0,95.0,75.3,89.6,80.0
Shark's Dark,Hilo Shark,USA,2.0,60.0,51.0,54.0,32.0,59.0,77.0,61.0,42.0,34.0,59.0,60.0,94.0,75.3,74.2,69.5
Hawaiian Dark,Madre,USA,3.5,70.0,52.0,84.0,40.0,19.0,45.0,67.0,59.0,63.0,38.0,86.0,71.0,80.7,90.8,86.0
Dominik 40,Zotter,Austria,4.0,40.0,14.0,64.0,12.0,11.0,50.0,46.0,48.0,63.0,65.0,84.0,84.0,80.0,90.2,91.0
Costa Rican Dark,Madre,USA,2.5,70.0,34.0,31.0,23.0,42.0,46.0,78.0,34.0,26.0,69.0,88.0,89.0,74.7,75.2,70.5
Indio Rojo,Duffy's Red Star,UK,5.0,72.0,94.0,54.0,32.0,21.0,55.0,91.0,54.0,0.0,78.0,94.0,89.0,93.3,94.4,92.0
Black Pearl,Vosges,USA,2.0,55.0,33.0,53.0,46.0,48.0,77.0,56.0,51.0,48.0,81.0,42.0,48.0,69.3,80.4,73.0
Cortés,Askinosie,USA,3.0,70.0,34.0,38.0,79.0,41.0,61.0,94.0,40.0,42.0,71.0,90.0,83.0,92.7,76.2,79.5
Carenero,Rózsavölgyi,Hungary,4.5,73.0,81.0,70.0,46.0,23.0,43.0,72.0,58.0,91.0,76.0,96.0,87.0,84.7,92.2,93.0
Grüntee,Zotter,Austria,0.0,35.0,8.0,44.0,19.0,48.0,51.0,77.0,12.0,10.0,71.0,82.0,83.0,49.3,49.6,26.0
Porcelana,Rózsavölgyi,Hungary,3.5,71.0,34.0,46.0,32.0,21.0,41.0,54.0,59.0,76.0,79.0,88.0,91.0,78.0,88.6,84.5
Trincheras 70%,Rózsavölgyi,Hungary,4.5,70.0,76.0,64.0,41.0,36.0,48.0,56.0,71.0,84.0,79.0,82.0,91.0,79.3,94.8,94.0
Andino 75%,Marañón Canyon,Peru,3.0,75.0,48.0,49.0,87.0,29.0,54.0,78.0,56.0,46.0,81.0,68.0,91.0,86.0,84.6,81.0
60%,Fortaleza del Valle,Ecuador,3.0,60.0,54.0,67.0,49.0,18.0,68.0,56.0,62.0,11.0,76.0,46.0,81.0,62.7,91.8,75.5
82%,Grenada Chocolate Company,Grenada,2.0,82.0,42.0,24.0,22.0,67.0,72.0,76.0,30.0,41.0,68.0,68.0,87.0,79.3,72.4,60.5
Nib-a-licious,Grenada Chocolate Company,Grenada,0.0,60.0,81.0,78.0,62.0,36.0,72.0,85.0,76.0,91.0,84.0,84.0,79.0,91.3,95.6,91.5
Nyangbo,Valrhona,France,2.0,68.0,57.0,52.0,32.0,46.0,72.0,64.0,42.0,61.0,58.0,82.0,78.0,69.3,68.4,74.5
Kokos,Zotter,Austria,4.0,32.0,58.0,91.0,8.0,4.0,50.0,76.0,71.0,87.0,70.0,82.0,84.0,94.0,90.0,91.5
Soja,Zotter,Austria,3.5,40.0,41.0,84.0,50.0,11.0,59.0,88.0,71.0,66.0,81.0,70.0,97.0,79.3,88.0,89.0
Stutenmilch,Zotter,Austria,2.5,57.0,27.0,91.0,42.0,22.0,48.0,84.0,55.0,16.0,72.0,94.0,82.0,70.7,81.6,71.5
Ziegenmilch,Zotter,Austria,4.0,45.0,56.0,43.0,31.0,40.0,64.0,76.0,62.0,71.0,67.0,86.0,86.0,86.7,88.2,93.5
Schafmilch,Zotter,Austria,3.0,42.0,28.0,89.0,33.0,34.0,61.0,77.0,56.0,68.0,76.0,94.0,84.0,85.3,84.2,79.5
Brazil,Åkesson's,Sweden,3.0,75.0,50.0,41.0,52.0,57.0,77.0,54.0,48.0,71.0,49.0,88.0,81.0,92.0,80.6,78.5
100%,Rancho San Jacinto,Ecuador,2.0,100.0,61.0,16.0,8.0,58.0,76.0,55.0,23.0,62.0,64.0,14.0,76.0,60.7,80.8,74.0
Brazil 70%,Choklat,Canada,2.5,70.0,33.0,58.0,49.0,27.0,60.0,44.0,55.0,49.0,68.0,96.0,78.0,62.7,82.2,71.5
Tobago Estate,Pralus,France,3.5,70.0,72.0,61.0,52.0,14.0,76.0,68.0,55.0,80.0,63.0,84.0,91.0,72.0,90.4,86.5
Complexité,Guittard,USA,4.0,70.0,76.0,47.0,55.0,48.0,71.0,54.0,76.0,83.0,77.0,76.0,90.0,88.0,90.2,89.0
Crème Française,Guittard,USA,4.0,31.0,32.0,81.0,36.0,18.0,77.0,67.0,72.0,76.0,76.0,76.0,86.0,87.3,88.6,88.0
Trinidad,Guittard,USA,3.5,65.0,76.0,60.0,48.0,36.0,71.0,68.0,73.0,79.0,76.0,100.0,94.0,81.3,83.8,78.5
Ocumare 65%,Guittard,USA,3.0,65.0,52.0,47.0,33.0,64.0,76.0,62.0,51.0,34.0,65.0,86.0,94.0,73.3,81.2,77.0
Chuao,Christian Constant,France,2.0,68.0,41.0,76.0,47.0,18.0,76.0,52.0,58.0,34.0,62.0,74.0,69.0,70.7,80.6,60.5
Côte d'Ivoire,Mars,USA,3.5,65.0,68.0,59.0,44.0,34.0,71.0,76.0,62.0,68.0,70.0,80.0,91.0,77.3,90.2,83.5
Nigeria,Mars,USA,3.0,65.0,81.0,52.0,21.0,48.0,77.0,74.0,10.0,79.0,24.0,66.0,74.0,72.7,87.0,79.0
Dark Almond,Moho,Belize,3.0,67.0,76.0,56.0,37.0,34.0,61.0,65.0,56.0,51.0,68.0,86.0,79.0,69.3,85.2,75.5
Dark Ginger,Moho,Belize,3.0,67.0,71.0,64.0,49.0,16.0,54.0,52.0,56.0,65.0,69.0,82.0,81.0,78.0,86.4,79.0
Nib Bar,Moho,Belize,0.0,67.0,68.0,77.0,58.0,12.0,60.0,79.0,71.0,64.0,76.0,92.0,92.0,82.7,95.8,89.0
Brooklyn Blend,Mast Brothers,USA,3.5,74.0,39.0,31.0,82.0,51.0,63.0,90.0,84.0,54.0,76.0,72.0,91.0,84.7,87.8,81.0
Mandel,Zotter,Austria,4.0,26.0,21.0,77.0,40.0,14.0,51.0,62.0,70.0,78.0,76.0,80.0,84.0,78.0,92.4,92.0
Extra-Bitter 75%,Gobino,Italy,2.5,75.0,47.0,44.0,42.0,39.0,63.0,64.0,51.0,55.0,58.0,92.0,82.0,87.3,74.8,74.5
Chiapas 72%,Madre,USA,2.5,72.0,51.0,50.0,28.0,49.0,14.0,72.0,31.0,44.0,69.0,92.0,89.0,74.7,72.8,74.0
"Chiapas ""Raw""",Madre,USA,3.0,72.0,49.0,46.0,18.0,49.0,2.0,66.0,31.0,54.0,69.0,92.0,79.0,67.3,85.6,81.5
Raw Maya Spice,Madre,USA,3.5,72.0,47.0,48.0,74.0,41.0,32.0,71.0,54.0,65.0,82.0,92.0,90.0,75.3,87.4,90.5
Cacahuaxochitl,Madre,USA,1.0,72.0,18.0,79.0,31.0,24.0,2.0,91.0,16.0,19.0,94.0,92.0,71.0,45.3,60.8,63.0
80%,Madécasse,Madagascar,3.5,80.0,41.0,46.0,89.0,39.0,76.0,77.0,64.0,61.0,80.0,72.0,82.0,82.7,89.8,88.0
85%,Amma,Brazil,4.5,85.0,57.0,29.0,90.0,62.0,68.0,86.0,71.0,93.0,82.0,88.0,87.0,80.7,92.6,94.0
75%,Amma,Brazil,4.0,75.0,79.0,41.0,26.0,32.0,70.0,63.0,76.0,81.0,84.0,74.0,88.0,77.3,90.2,89.5
60%,Amma,Brazil,2.0,60.0,64.0,68.0,21.0,8.0,70.0,56.0,52.0,24.0,51.0,72.0,84.0,60.7,75.2,62.0
Haselnuss,Zotter,Austria,4.5,35.0,34.0,79.0,36.0,23.0,65.0,66.0,79.0,84.0,31.0,76.0,87.0,82.7,95.4,94.5
Heritage 75%,El Ceibo,Bolivia,3.5,75.0,43.0,38.0,51.0,46.0,57.0,76.0,54.0,51.0,76.0,90.0,78.0,76.0,88.4,80.5
Dark-Milk Coffee,El Ceibo,Bolivia,5.0,60.0,55.0,61.0,47.0,29.0,64.0,58.0,89.0,81.0,92.0,86.0,96.0,96.0,97.4,92.0
72%,Cacao Prieto,USA,3.0,72.0,56.0,48.0,53.0,54.0,34.0,72.0,76.0,39.0,71.0,92.0,91.0,85.3,78.4,74.5
66%,Cacao Prieto,USA,3.0,66.0,51.0,54.0,31.0,17.0,50.0,54.0,59.0,63.0,68.0,92.0,88.0,77.3,83.8,84.0
Pop Rocks 66,Cacao Prieto,USA,4.0,66.0,39.0,77.0,44.0,15.0,50.0,62.0,56.0,48.0,59.0,90.0,83.0,88.0,89.2,86.5
65% Rustic,Cacao Prieto,USA,4.0,65.0,46.0,61.0,58.0,11.0,50.0,59.0,64.0,61.0,31.0,94.0,78.0,84.7,90.2,89.5
Señor Delicioso,El Ambateño,Ecuador,2.5,50.0,22.0,82.0,24.0,16.0,63.0,34.0,31.0,54.0,56.0,58.0,77.0,76.7,81.2,70.5
Dark w/ Salt,Raaka,USA,1.5,70.0,18.0,36.0,51.0,63.0,2.0,90.0,46.0,34.0,62.0,92.0,72.0,69.3,62.2,70.0
Salt & Nibs,Pacari,Ecuador,2.5,50.0,26.0,58.0,21.0,32.0,34.0,71.0,40.0,34.0,65.0,56.0,66.0,76.0,83.4,74.5
Star of Peru 70%,Duffy's Red Star,UK,3.5,70.0,33.0,72.0,71.0,50.0,73.0,76.0,66.0,64.0,76.0,88.0,86.0,75.3,89.8,88.5
Star of Peru 40%,Duffy's Red Star,UK,4.0,40.0,34.0,84.0,56.0,21.0,73.0,70.0,76.0,64.0,78.0,94.0,79.0,79.3,90.4,87.0
Corazon del Ecuador 83%,Duffy's Red Star,UK,2.5,83.0,27.0,59.0,22.0,49.0,81.0,84.0,41.0,64.0,46.0,90.0,88.0,80.7,78.8,74.0
Corazon del Ecuador 43%,Duffy's Red Star,UK,3.5,43.0,21.0,88.0,47.0,26.0,76.0,74.0,51.0,54.0,44.0,90.0,77.0,77.3,88.6,84.5
Panama Tierra Oscura,Duffy's Red Star,UK,2.5,72.0,31.0,61.0,54.0,59.0,80.0,76.0,58.0,32.0,53.0,88.0,87.0,92.7,73.6,66.5
Chuao 70%,Mast Brothers,USA,4.0,70.0,56.0,59.0,61.0,33.0,78.0,76.0,76.0,69.0,81.0,92.0,84.0,79.3,92.2,90.0
Nicaliso,Duffy's Red Star,UK,4.0,71.0,81.0,69.0,44.0,34.0,76.0,62.0,58.0,78.0,76.0,92.0,83.0,74.7,94.8,89.0
Peruvian Black,Willie's,UK,2.0,100.0,14.0,11.0,36.0,76.0,44.0,76.0,22.0,51.0,46.0,96.0,91.0,91.3,60.2,63.0
Plain Dark,Oakland,USA,3.5,70.0,44.0,48.0,41.0,29.0,52.0,51.0,68.0,66.0,74.0,78.0,70.0,78.7,91.2,82.0
Milk Chocolate,Oakland,USA,3.5,45.0,28.0,66.0,24.0,29.0,52.0,61.0,50.0,73.0,76.0,88.0,72.0,80.7,90.8,84.5
Peruvian 70,Willie's,UK,2.5,70.0,56.0,52.0,57.0,46.0,78.0,71.0,49.0,46.0,68.0,82.0,78.0,77.3,81.8,73.5
209,Fresco,USA,2.5,70.0,10.0,48.0,48.0,49.0,91.0,76.0,41.0,82.0,34.0,98.0,77.0,80.7,76.6,69.0
210,Fresco,USA,3.5,70.0,76.0,52.0,27.0,34.0,91.0,64.0,31.0,89.0,70.0,98.0,82.0,85.3,86.4,83.5
Dark Midnight,Fearless,USA,2.5,75.0,44.0,41.0,21.0,36.0,46.0,58.0,21.0,45.0,61.0,76.0,77.0,79.3,74.4,74.0
